,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
8450,12,736,5/2/17,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,38193.0
5135,69,2398,5/2/17,False,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,35455.0
11912,20,3343,5/2/17,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,"US$ 1,580.47",34165.0
1142,0,2912,5/2/17,False,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
19254,93,2874,5/2/17,False,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,36833.0
17737,74,252,5/2/17,True,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,33429.0
11210,33,604,5/2/17,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",33888.0
13361,85,1681,5/2/17,False,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,42226.0
1934,62,337,5/2/17,True,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,35160.0
3347,38,1926,5/2/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,40649.0
18812,51,1541,5/2/17,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",42295.0
4300,79,1520,5/2/17,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,37873.0
18410,93,2358,5/2/17,True,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,41848.0
8644,10,767,5/2/17,False,Approved,Solex,Standard,medium,medium,1945.43,US$ 333.18,37499.0
6768,14,1679,5/2/17,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"US$ 1,234.29",35160.0
1219,96,2016,5/2/17,False,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",34556.0
7174,76,2244,5/2/17,True,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,41922.0
15938,81,2208,5/2/17,False,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,33429.0
11639,38,3467,5/2/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
16274,12,1667,5/2/17,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,38193.0
13184,9,1011,5/2/17,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,"US$ 1,082.36",33552.0
168,97,456,5/2/17,False,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,38002.0
2576,80,906,5/2/17,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,33879.0
3683,29,3232,5/2/17,True,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,37337.0
7125,5,1102,5/2/17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,38206.0
19149,50,1721,5/2/17,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
9531,98,2487,5/2/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,33364.0
3254,64,1449,5/2/17,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",40779.0
15678,21,1568,5/2/17,True,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,42696.0
8711,2,2194,5/20/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,41167.0
19467,21,2741,5/20/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
19734,17,459,5/20/17,False,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,34244.0
10829,29,2973,5/20/17,True,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,36833.0
10115,3,3215,5/20/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,34115.0
12352,87,1688,5/20/17,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,35667.0
8192,59,48,5/20/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,41047.0
11857,3,853,5/20/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,38647.0
12457,7,1602,5/20/17,False,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,38258.0
6067,21,1600,5/20/17,False,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
5761,41,2850,5/20/17,False,Approved,Solex,Road,medium,medium,416.98,US$ 312.74,41064.0
18872,96,2459,5/20/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,41434.0
14820,66,985,5/20/17,False,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,42560.0
11424,56,3442,5/20/17,True,Approved,OHM Cycles,Standard,medium,medium,183.86,US$ 137.90,35707.0
6636,47,588,5/20/17,True,Approved,Trek Bicycles,Road,low,small,1720.7,"US$ 1,531.42",38991.0
6468,24,2635,5/20/17,True,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,40670.0
16810,4,1885,5/20/17,False,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,42145.0
2867,38,2458,5/20/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,41047.0
19814,0,2419,5/20/17,False,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,37659.0
1598,53,3055,5/20/17,False,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,38647.0
10258,97,2474,5/20/17,True,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,38216.0
15019,33,903,5/20/17,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",33888.0
19961,94,2327,5/20/17,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,41434.0
162,80,2519,5/20/17,True,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,42226.0
13800,28,767,5/20/17,False,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",40649.0
14665,59,956,5/20/17,True,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,42172.0
7144,36,1065,5/20/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,40336.0
5713,71,1166,5/20/17,False,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",34996.0
11034,65,1530,5/20/17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,US$ 778.69,42710.0
6401,46,2569,5/20/17,True,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
4353,59,859,5/20/17,True,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,42145.0
4717,4,731,5/20/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,38573.0
19553,10,2886,5/20/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
7011,81,3021,5/20/17,False,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,33429.0
1464,7,1659,5/20/17,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",40618.0
11828,27,2315,5/20/17,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
17433,49,857,5/20/17,True,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,34244.0
13923,61,1579,5/20/17,True,Approved,OHM Cycles,Standard,low,medium,71.16,US$ 56.93,34143.0
14292,54,1505,5/20/17,True,Approved,WeareA2B,Standard,medium,medium,1292.84,US$ 13.44,42226.0
17593,94,1947,5/20/17,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,38002.0
19773,30,2405,5/20/17,True,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33552.0
2137,87,1224,5/20/17,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,35667.0
14535,71,1573,5/20/17,True,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",34996.0
13370,22,85,5/20/17,False,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
4691,52,2878,5/20/17,False,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,33429.0
17310,44,1661,5/20/17,False,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,40672.0
10554,95,1663,5/20/17,True,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,33429.0
16794,15,2447,5/20/17,False,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,40303.0
12307,65,2881,5/20/17,False,Approved,WeareA2B,Standard,medium,medium,1807.45,US$ 778.69,38647.0
17027,14,634,5/20/17,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"US$ 1,234.29",37838.0
10313,7,2463,5/20/17,True,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,38258.0
11214,76,3314,5/20/17,False,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,41533.0
10321,56,359,5/20/17,True,Approved,OHM Cycles,Standard,medium,medium,183.86,US$ 137.90,34143.0
17259,36,2179,5/21/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,35052.0
10096,37,381,5/21/17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36361.0
3368,60,2339,5/21/17,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",41047.0
1,3,3120,5/21/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,41701.0
16664,89,82,5/21/17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
4036,82,3432,5/21/17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,36145.0
6679,45,1942,5/21/17,True,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,38258.0
15498,52,419,5/21/17,False,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,37220.0
4332,46,112,5/21/17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36146.0
5186,0,1859,5/21/17,True,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,35052.0
13968,9,1574,5/21/17,True,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,38693.0
7006,16,3102,5/21/17,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",33888.0
2028,86,1192,5/21/17,True,Approved,OHM Cycles,Standard,medium,medium,235.63,US$ 125.07,38206.0
12793,7,1483,5/21/17,False,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,40649.0
18617,79,957,5/21/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,38339.0
901,0,6,5/21/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,33364.0
18021,0,3104,5/21/17,False,Approved,0,0,0,0,1150.59,0,0.0
15971,29,1405,5/21/17,True,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,37874.0
18707,24,1026,5/21/17,True,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,40670.0
11858,88,2988,5/21/17,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,37874.0
19116,67,473,5/21/17,False,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,34996.0
9342,28,1497,5/21/17,True,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",40649.0
5503,87,1782,5/21/17,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,38482.0
7124,27,2603,5/21/17,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,34527.0
14042,40,131,5/21/17,True,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
19616,39,2040,5/21/17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,38750.0
16175,9,133,5/21/17,True,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,38216.0
15429,98,2337,5/21/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
4617,15,791,5/21/17,True,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,40303.0
11065,6,1456,5/21/17,False,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,38258.0
15062,21,373,5/21/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
5902,0,329,5/21/17,False,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,37220.0
8072,1,3277,5/21/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
5492,94,421,5/21/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,38002.0
7588,14,1131,5/21/17,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,"US$ 1,234.29",37838.0
17590,23,2614,5/21/17,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,36145.0
17218,0,3451,5/21/17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
3423,36,1572,5/21/17,False,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,40649.0
13973,5,381,5/21/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
16753,49,1730,5/21/17,False,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,41064.0
3300,89,148,5/21/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,36367.0
11784,84,3319,5/21/17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,35667.0
18119,58,2001,5/21/17,True,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,34556.0
5081,66,649,5/21/17,False,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,38647.0
9677,99,315,5/21/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
1758,38,139,5/21/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
1299,75,604,5/21/17,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,38859.0
8583,8,585,5/21/17,False,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",33549.0
4253,39,3067,5/21/17,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,38750.0
13695,26,386,5/21/17,False,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,34115.0
6504,0,2767,5/21/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
207,51,183,5/21/17,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",41009.0
5316,40,2411,5/21/17,False,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
11374,27,938,5/21/17,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
2112,19,1543,5/21/17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
6131,54,561,5/21/17,False,Approved,WeareA2B,Standard,medium,medium,1292.84,US$ 13.44,39915.0
7999,40,2257,5/21/17,False,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38750.0
12573,16,1811,5/21/17,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",34586.0
8489,51,525,5/21/17,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",35707.0
9245,39,204,5/21/17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
13921,55,1413,5/22/17,False,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
11842,0,2034,5/22/17,False,Approved,0,0,0,0,695.23,0,0.0
17814,85,220,5/22/17,False,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,36668.0
17514,92,110,5/22/17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
3280,5,340,5/22/17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,33549.0
12011,87,2424,5/22/17,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,37874.0
11140,85,1621,5/22/17,True,Approved,WeareA2B,Standard,medium,medium,752.64,US$ 205.36,42218.0
17882,4,2429,5/22/17,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,40784.0
13031,96,2864,5/22/17,False,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",35052.0
19453,33,2518,5/22/17,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",34071.0
10756,5,839,5/22/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
671,32,940,5/22/17,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
11834,99,504,5/22/17,True,Approved,Trek Bicycles,Road,low,small,1720.7,"US$ 1,531.42",35470.0
18738,47,2416,5/22/17,False,Approved,Trek Bicycles,Road,low,small,1720.7,"US$ 1,531.42",38991.0
12782,0,1340,5/22/17,False,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
9994,4,2123,5/22/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,38573.0
9493,80,2971,5/22/17,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,42145.0
8076,92,2638,5/22/17,False,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
17269,51,2715,5/22/17,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",41009.0
9755,56,877,5/22/17,False,Approved,OHM Cycles,Standard,medium,medium,183.86,US$ 137.90,35707.0
5559,82,1925,5/22/17,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,42226.0
8408,55,796,5/22/17,True,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
5697,93,1093,5/22/17,False,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,36833.0
13183,54,346,5/22/17,False,Approved,WeareA2B,Standard,medium,medium,1292.84,US$ 13.44,39915.0
9981,92,2916,5/22/17,False,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
17591,79,3461,5/22/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,35455.0
3507,77,3185,5/22/17,True,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,40553.0
13334,56,844,5/22/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
6170,85,1832,5/22/17,False,Approved,WeareA2B,Standard,medium,medium,752.64,US$ 205.36,36367.0
1627,9,466,5/22/17,False,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,38216.0
12182,56,1731,5/22/17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,33552.0
3736,0,3126,5/22/17,True,Cancelled,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,42696.0
6010,81,1302,5/22/17,True,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,36145.0
18459,72,2982,5/22/17,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,US$ 270.30,35455.0
17802,94,3185,5/22/17,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,41434.0
3095,0,3252,5/22/17,True,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,38859.0
8602,7,666,5/22/17,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",35560.0
9306,71,2144,5/22/17,False,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",36668.0
6066,57,565,5/22/17,True,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,40779.0
18727,89,2641,5/22/17,False,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34079.0
4113,13,3235,5/22/17,False,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,42560.0
11366,0,1356,5/22/17,True,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,37659.0
19043,8,2034,5/22/17,True,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",40649.0
18393,59,952,5/22/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,40779.0
18392,5,2459,5/22/17,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,38573.0
8871,10,2097,5/22/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
14008,33,248,5/22/17,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",36361.0
13623,84,196,5/22/17,True,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,33879.0
3296,59,423,5/22/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,34170.0
17221,7,3315,5/22/17,True,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,39298.0
14429,59,1878,5/22/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,34170.0
15401,64,2683,5/22/17,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,42105.0
19625,77,2915,5/22/17,True,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,40553.0
6619,53,2449,5/22/17,True,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,35470.0
4174,51,865,5/22/17,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",41009.0
12662,47,1064,5/22/17,True,Approved,Trek Bicycles,Road,low,small,1720.7,"US$ 1,531.42",35470.0
13596,11,3421,5/22/17,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,US$ 764.96,35378.0
8011,5,3359,5/22/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
7039,49,227,5/22/17,False,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,41064.0
7544,32,417,5/22/17,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
12288,80,470,5/23/17,False,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,35455.0
17738,93,2425,5/23/17,False,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,34556.0
18960,23,609,5/23/17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
12209,24,2317,5/23/17,False,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,33552.0
9420,22,413,5/23/17,False,Approved,Solex,Standard,medium,medium,575.27,US$ 431.45,39880.0
330,61,217,5/23/17,False,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,33429.0
86,27,1233,5/23/17,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,33455.0
4708,84,1429,5/23/17,False,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,34079.0
3240,66,3087,5/23/17,False,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,40487.0
1356,35,853,5/23/17,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,34527.0
17405,52,975,5/23/17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,37220.0
13841,18,2718,5/23/17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,41533.0
10874,1,1073,5/23/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
196,45,591,5/23/17,True,Approved,Solex,Standard,medium,medium,441.49,US$ 84.99,34071.0
6148,95,511,5/23/17,True,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,35455.0
2017,98,1348,5/23/17,True,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,35470.0
14942,21,3064,5/23/17,False,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,34165.0
1184,78,1517,5/23/17,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,38193.0
9270,63,1623,5/23/17,False,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,33552.0
6976,55,97,5/23/17,True,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,34143.0
11207,60,2344,5/23/17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",38647.0
3949,75,3349,5/23/17,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,38859.0
6557,23,1504,5/23/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34115.0
1009,84,1731,5/23/17,True,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,42710.0
1202,1,1762,5/23/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,41245.0
12342,74,538,5/23/17,False,Cancelled,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,35455.0
1338,89,482,5/23/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34079.0
9479,75,2338,5/23/17,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,38859.0
8070,76,2155,5/23/17,False,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,41922.0
3029,73,3413,5/23/17,True,Approved,Solex,Standard,medium,medium,1945.43,US$ 333.18,37499.0
18254,72,509,5/23/17,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,US$ 270.30,35455.0
8142,30,3219,5/23/17,False,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33552.0
17020,0,2250,5/23/17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,39031.0
1103,82,3314,5/23/17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,42218.0
15335,4,1591,5/23/17,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,40784.0
4308,39,25,5/23/17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,38991.0
11534,18,1228,5/23/17,False,Approved,Solex,Standard,medium,medium,575.27,US$ 431.45,41345.0
7916,12,1307,5/23/17,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,41533.0
1167,38,1493,5/23/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,41167.0
17599,76,3438,5/23/17,True,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,38482.0
3911,37,1897,5/23/17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36361.0
7571,71,2119,5/23/17,True,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",34996.0
8152,64,2336,5/23/17,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,41047.0
7367,71,2267,5/23/17,True,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",34996.0
6351,79,733,5/23/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,37873.0
5459,39,1732,5/23/17,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
445,50,3072,5/23/17,False,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,39915.0
1119,37,983,5/23/17,False,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36361.0
2725,81,990,5/23/17,True,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,36145.0
15058,74,768,5/23/17,False,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,37873.0
17539,40,1707,5/23/17,True,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
8444,77,3442,5/24/17,False,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,38193.0
19800,30,1048,5/24/17,False,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33552.0
10932,2,584,5/24/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,38258.0
